Date,Location,Gender,Count, Abandoning a child child neglect and cruelty, Abduction of person under  years of age, Aggravated burglary, Aggravated sexual assault, Arson, Assault causing harm poisoning, Attempts/threats to murder assaults harassments and related offences, Blackmail or extortion, Burglary (not aggravated), Burglary and related offences, Carjacking hijacking/unlawful seizure of aircraft/vessel, Controlled drug offences, Criminal damage (not arson), Cultivation or manufacture of drugs, Damage to property and to the environment, Dangerous driving causing serious bodily harm, Dangerous driving leading to death, Dangerous or negligent acts, Defilement of a boy or girl less than  years old, Discharging a firearm, Disorderly conduct, Driving/in charge of a vehicle under the influence of drugs, Driving/in charge of a vehicle while over legal alcohol limit, Endangering traffic offences, Endangerment with potential for serious harm/death, Explosives chemical weapons offences, False alarm/interference with aircraft or air transport facilities, False imprisonment, Fireworks offences, Fraud deception and related offences, Harassment and related offences, Homicide offences, Human trafficking offences, Importation of drugs, Infanticide, Kidnapping and related offences, Liquor licensing offences, Litter offences, Manslaughter, Murder, Murder-attempt, Murder-threat, Offences against government and its agents, Offences against government justice procedures and organisation of crime, Offences while in custody breach of court orders, Offensive weapons offences (n.e.c.), Organisation of crime and conspiracy to commit crime, Other assault, Other drug offences, Other sexual offences, Other thefts handling stolen property, Perverting the course of justice, Possession of a firearm, Possession of an article (with intent to burgle steal demand), Possession of drugs for personal use, Possession of drugs for sale or supply, Prostitution offences, Public order and other social code offences, Rape of a male or female, Regulated betting/money collection/trading offences, Robbery extortion and hijacking offences, Robbery from the person, Robbery of an establishment or institution, Robbery of cash or goods in transit, Sexual assault (not aggravated), Sexual offence involving mentally impaired person, Sexual offences, Social code offences (n.e.c.), Theft and related offences, Theft from person, Theft from shop, Theft/taking of vehicle and related offences, Trespass offences, Unseaworthy/dangerous use of boat or ship, Weapons and Explosives Offences,Month,Unemploy.u25,Unemploy.25+,Unemploy.allages
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,10,23.5,67.7,44.2
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,11,23.1,69,45.9
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,12,22.8,71.1,48.2
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,1,28.9,76.8,47.9
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,2,30.4,78.4,48
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,3,31.4,80.9,49.5
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,4,32.3,82.9,50.6
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,5,33.5,86.6,53.1
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,6,35.6,92.9,57.2
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,7,38.5,101.1,62.6
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,8,41.4,109.1,67.6
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,9,43.7,115.3,71.6
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,10,46.1,122.5,76.4
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,11,48.7,131,82.4
2008,Not Specified,Not Specified,506,544,13,328,12,2299,3843,19711,22,24517,25269,117,23356,41736,216,44339,18,48,19229,79,223,53578,754,17564,255,51,47,41,58,333,5748,3063,113,4,67,0,75,3851,304,14,51,11,205,341,13188,12662,2973,11,12589,731,68,39076,174,453,424,18077,4265,131,62068,331,430,2329,1293,870,27,771,7,1268,355,76815,3252,20027,14460,3723,2,4029,12,50.8,139.4,88.6
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,1,78.4,234.5,156
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,2,82.8,253.1,170.3
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,3,87.8,269.5,181.6
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,4,93.7,282.9,189.2
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,5,97.1,292.5,195.4
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,6,97.1,295.4,198.3
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,7,95.8,299.4,203.6
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,8,95.2,303.9,208.7
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,9,98.5,312.4,214
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,10,100,312.2,212.2
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,11,102.1,315.3,213.1
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,12,100.6,313.8,213.2
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,1,26,79.3,53.3
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,2,27.8,84.3,56.5
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,3,29.3,89,59.7
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,4,30.7,92.3,61.6
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,5,31.7,95.5,63.8
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,6,31.9,96.4,64.5
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,7,32.2,100.7,68.5
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,8,31.9,104,72
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,9,32.5,108.1,75.7
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,10,31.9,106,74
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,11,32.3,105.4,73.1
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,12,31.4,103,71.6
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,1,52.5,155.2,102.7
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,2,55,168.8,113.8
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,3,58.6,180.5,122
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,4,63,190.6,127.6
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,5,65.4,197,131.6
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,6,65.2,199.1,133.8
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,7,63.5,198.6,135.1
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,8,63.3,199.9,136.7
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,9,66,204.3,138.3
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,10,68.1,206.2,138.1
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,11,69.8,209.9,140.1
2009,Not Specified,Not Specified,552,507,13,370,10,3007,3718,18905,25,26704,27506,104,21872,38663,271,41916,17,35,15035,109,233,49546,873,13299,250,65,48,21,84,428,5217,2805,97,45,46,0,142,3266,246,9,53,7,228,531,11747,11065,2979,5,12147,824,99,40414,146,403,432,16764,3967,94,57484,363,458,2523,1336,1034,24,956,8,1545,284,76916,2636,20554,13312,3836,3,4091,12,69.2,210.8,141.6
2010,Not Specified,Not Specified,495,434,22,332,7,2573,3680,18219,24,25261,26102,122,19793,36005,532,38815,19,49,11698,157,179,47299,577,10313,282,56,42,7,81,460,5494,2590,112,29,29,0,132,2765,237,8,55,7,367,335,11189,10737,3027,18,11575,748,170,41431,99,407,509,14387,4097,184,54855,468,423,3236,1981,1088,21,1486,15,2303,377,76649,2824,20776,11618,3807,10,4115,1,96.6,313.4,216.8
2010,Not Specified,Not Specified,495,434,22,332,7,2573,3680,18219,24,25261,26102,122,19793,36005,532,38815,19,49,11698,157,179,47299,577,10313,282,56,42,7,81,460,5494,2590,112,29,29,0,132,2765,237,8,55,7,367,335,11189,10737,3027,18,11575,748,170,41431,99,407,509,14387,4097,184,54855,468,423,3236,1981,1088,21,1486,15,2303,377,76649,2824,20776,11618,3807,10,4115,2,93.2,310.1,216.9
2010,Not Specified,Not Specified,495,434,22,332,7,2573,3680,18219,24,25261,26102,122,19793,36005,532,38815,19,49,11698,157,179,47299,577,10313,282,56,42,7,81,460,5494,2590,112,29,29,0,132,2765,237,8,55,7,367,335,11189,10737,3027,18,11575,748,170,41431,99,407,509,14387,4097,184,54855,468,423,3236,1981,1088,21,1486,15,2303,377,76649,2824,20776,11618,3807,10,4115,3,91.7,313.6,221.9
2010,Not Specified,Not Specified,495,434,22,332,7,2573,3680,18219,24,25261,26102,122,19793,36005,532,38815,19,49,11698,157,179,47299,577,10313,282,56,42,7,81,460,5494,2590,112,29,29,0,132,2765,237,8,55,7,367,335,11189,10737,3027,18,11575,748,170,41431,99,407,509,14387,4097,184,54855,468,423,3236,1981,1088,21,1486,15,2303,377,76649,2824,20776,11618,3807,10,4115,4,90.4,319.6,229.2
2010,Not Specified,Not Specified,495,434,22,332,7,2573,3680,18219,24,25261,26102,122,19793,36005,532,38815,19,49,11698,157,179,47299,577,10313,282,56,42,7,81,460,5494,2590,112,29,29,0,132,2765,237,8,55,7,367,335,11189,10737,3027,18,11575,748,170,41431,99,407,509,14387,4097,184,54855,468,423,3236,1981,1088,21,1486,15,2303,377,76649,2824,20776,11618,3807,10,4115,5,90.3,326,235.6
2010,Not Specified,Not Specified,495,434,22,332,7,2573,3680,18219,24,25261,26102,122,19793,36005,532,38815,19,49,11698,157,179,47299,577,10313,282,56,42,7,81,460,5494,2590,112,29,29,0,132,2765,237,8,55,7,367,335,11189,10737,3027,18,11575,748,170,41431,99,407,509,14387,4097,184,54855,468,423,3236,1981,1088,21,1486,15,2303,377,76649,2824,20776,11618,3807,10,4115,6,88.8,323.1,234.3
2010,Not Specified,Not Specified,495,434,22,332,7,2573,3680,18219,24,25261,26102,122,19793,36005,532,38815,19,49,11698,157,179,47299,577,10313,282,56,42,7,81,460,5494,2590,112,29,29,0,132,2765,237,8,55,7,367,335,11189,10737,3027,18,11575,748,170,41431,99,407,509,14387,4097,184,54855,468,423,3236,1981,1088,21,1486,15,2303,377,76649,2824,20776,11618,3807,10,4115,7,88.4,321.8,233.4
2010,Not Specified,Not Specified,495,434,22,332,7,2573,3680,18219,24,25261,26102,122,19793,36005,532,38815,19,49,11698,157,179,47299,577,10313,282,56,42,7,81,460,5494,2590,112,29,29,0,132,2765,237,8,55,7,367,335,11189,10737,3027,18,11575,748,170,41431,99,407,509,14387,4097,184,54855,468,423,3236,1981,1088,21,1486,15,2303,377,76649,2824,20776,11618,3807,10,4115,8,88.9,325.2,236.3
2010,Not Specified,Not Specified,495,434,22,332,7,2573,3680,18219,24,25261,26102,122,19793,36005,532,38815,19,49,11698,157,179,47299,577,10313,282,56,42,7,81,460,5494,2590,112,29,29,0,132,2765,237,8,55,7,367,335,11189,10737,3027,18,11575,748,170,41431,99,407,509,14387,4097,184,54855,468,423,3236,1981,1088,21,1486,15,2303,377,76649,2824,20776,11618,3807,10,4115,9,92.6,334.8,242.2
2010,Not Specified,Not Specified,495,434,22,332,7,2573,3680,18219,24,25261,26102,122,19793,36005,532,38815,19,49,11698,157,179,47299,577,10313,282,56,42,7,81,460,5494,2590,112,29,29,0,132,2765,237,8,55,7,367,335,11189,10737,3027,18,11575,748,170,41431,99,407,509,14387,4097,184,54855,468,423,3236,1981,1088,21,1486,15,2303,377,76649,2824,20776,11618,3807,10,4115,10,95.5,344,248.5
